/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_250.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_250.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_250.jpg,0,1,0,10.35187
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_332.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_332.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_332.jpg,0,1,0,11.23559
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_408.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_408.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_408.jpg,0,1,0,11.86427
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_484.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_484.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_484.jpg,-0.05,1,0,13.00973
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_555.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_555.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_555.jpg,-0.2,1,0,13.70704
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_630.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_630.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_630.jpg,-0.4,1,0,14.47749
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_697.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_697.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_697.jpg,-0.5500001,1,0,14.97136
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_776.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_776.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_776.jpg,0,1,0,15.69505
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_850.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_850.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_850.jpg,0,1,0,16.44748
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_55_925.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_55_925.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_55_925.jpg,0,1,0,17.24508
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_001.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_001.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_001.jpg,0,1,0,18.04432
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_074.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_074.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_074.jpg,0,1,0,18.85777
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_146.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_146.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_146.jpg,0,1,0,19.6632
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_217.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_217.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_217.jpg,-0.05,1,0,20.15408
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_303.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_303.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_303.jpg,-0.3,1,0,21.2084
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_370.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_370.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_370.jpg,-0.45,1,0,21.66953
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_441.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_441.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_441.jpg,-0.6000001,1,0,22.19951
/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/center_2023_01_03_15_27_56_522.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/left_2023_01_03_15_27_56_522.jpg,/Users/illsouth/projects/deep_learning_selfdriving_car/training_data/IMG/right_2023_01_03_15_27_56_522.jpg,-0.8500001,1,0,22.88423
